rank,Topic,doc_position,doc_id,title,date,address,Categories
9,3_Diplomatic Relations,412,416,Saudi Arabia Inaugurates First Solar Power Plant,"October 5, 2011",https://saudiembassy.net/press-release/saudi-arabia-inaugurates-first-solar-power-plant,Press Releases
9,4_Technology and Innovation,1863,1876,"Crown Prince Meets with Secretary of Homeland Security and Directors of CIA, FBI",13-May-15,https://saudiembassy.net/news/crown-prince-meets-secretary-homeland-security-and-directors-cia-fbi,News
9,5_Cultural Exchange,725,737,Saudi Grand Mufti Statement Denouncing Attacks on Diplomats and Embassies as Un-Islamic (Arabic),2012/9/15,https://saudiembassy.net/statements/saudi-grand-mufti-statement-denouncing-attacks-diplomats-and-embassies-un-islamic-arabic,statements
9,6_Geopolitical Strategy,859,872,GCC Ministerial Council Concludes 142nd Session in Riyadh,30-Mar-17,https://saudiembassy.net/news/gcc-ministerial-council-concludes-142nd-session-riyadh,News
9,7_Trade Agreements,1173,1186,King Salman Chairs Cabinet's Session,2-Jan-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-3,News
9,8_Infrastructure Development,1041,1054,$8.5 Million to Improve Makkah's Entrance,23-Jul-15,https://saudiembassy.net/news/85-million-improve-makkahs-entrance,News
9,Other_1,1279,1292,Kingdom Condemns Terror Attack in Istanbul,1-Jan-17,https://saudiembassy.net/news/kingdom-condemns-terror-attack-istanbul,News
9,Other_2,1431,1444,"King Salman Relief Center Distributes 20,000 Food Baskets in Hodeidah",1-Feb-17,https://saudiembassy.net/news/king-salman-relief-center-distributes-20000-food-baskets-hodeidah,News
9,Other_3,104,105,Saudi Arabia Supports Courageous Decision by U.S. Against Assad Regime,"April 7, 2017",https://saudiembassy.net/news/saudi-arabia-supports-courageous-decision-us-against-assad-regime,Press Releases
10,1_Economic Cooperation,428,432,Saudi Ambassador Praises New Economic Partnership,"July 28, 2011",https://saudiembassy.net/press-release/saudi-ambassador-praises-new-economic-partnership,Press Releases
10,2_Belt and Road Initiative (BRI),155,156,Saudi Ambassador Addresses Countering Violent Extremism,"April 6, 2016",https://saudiembassy.net/press-release/saudi-ambassador-addresses-countering-violent-extremism,Press Releases
10,3_Diplomatic Relations,625,629,Oil Ministry Issues Statement on Oil Production,"March 22, 1998",https://saudiembassy.net/press-release/oil-ministry-issues-statement-oil-production,Press Releases
10,4_Technology and Innovation,1511,1524,King Salman Holds Meeting With German Chancellor,30-Apr-17,https://saudiembassy.net/news/king-salman-holds-meeting-german-chancellor,News
10,5_Cultural Exchange,420,424,?°ß?ä?°Ï?Ü ?Ö?Ü ???Å?°Ï?°¿?? ???°Ï???Ö ?°Ï?Ñ???°¿?Ö?ä?Ü ?°Ï?Ñ???°¿?ä?Å?ä?Ü ?Ñ???â ?°Ï?Ñ?à?Ñ?°Ï?ä?°Ï?? ?°Ï?Ñ?Ö????????,"August 22, 2011",https://saudiembassy.net/press-release/%D8%A8%D9%8A%D8%A7%D9%86-%D9%85%D9%86-%D8%B3%D9%81%D8%A7%D8%B1%D8%A9-%D8%AE%D8%A7%D8%AF%D9%85-%D8%A7%D9%84%D8%AD%D8%B1%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D9%81%D9%8A%D9%86-%D9%84%D8%AF%D9%89-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9,Press Releases
10,6_Geopolitical Strategy,1759,1772,Prince Saud: Iran Should not get an Undeserved Deal,23-Mar-15,https://saudiembassy.net/news/prince-saud-iran-should-not-get-undeserved-deal,News
10,7_Trade Agreements,1598,1611,King Salman Chairs Cabinet's Session,2-Jan-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-3,News
10,8_Infrastructure Development,342,343,Saudi Arabia Donates $200 Million to Support Palestinian Cities,"September 3, 2013",https://saudiembassy.net/press-release/saudi-arabia-donates-200-million-support-palestinian-cities,Press Releases
10,Other_1,1525,1538,Saudi Arabia Condemns Church Bombings in Egypt,9-Apr-17,https://saudiembassy.net/news/saudi-arabia-condemns-church-bombings-egypt,News
10,Other_2,800,813,Saudi Air Defense Forces Intercept a Missile Launched from Yemen,27-Dec-15,https://saudiembassy.net/news/saudi-air-defense-forces-intercept-missile-launched-yemen,News
10,Other_3,728,740,King Abdullah Statement to the 27th National Festival for Heritage and Culture Festival guests,2012/2/10,https://saudiembassy.net/statements/king-abdullah-statement-27th-national-festival-heritage-and-culture-festival-guests,statements
